Elf Code,Electrolyte,CE (%),LCE,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Method,Current (mA/cm2),Capacity (mAh/cm2),Cycle,Reference
427,1.6 M LiFSI DmTFSA (dimethyl trifluoromethyl sulfonamide),99.40,2.222,C(F)(F)(F)S(=O)(=O)N(C)C:7.338413774,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.6,,,Aurbach,0.5,0.5,10,129
428,1.8 M LiFSI DPE (dipropyl ether),99.42,2.237,CCCOCCC:7.203186627,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,Aurbach,0.5,1,10,130
429,1.8 M LiFSI DEE (diethyl ether),99.47,2.276,CCOCC:9.624932542,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,Aurbach,0.5,1,10,130
430,"1 M LiFSI-7BTFM-1DME (BTFM:bis(2,2,2-trifluoroethoxy)",99.36,2.194,C(C(F)(F)F)OCOCC(F)(F)F:5.7923523035,COCCOC:1.2039502885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,131
431,2 M LiFSI-3BTFM-1DME,99.72,2.553,C(C(F)(F)F)OCOCC(F)(F)F:4.964873403,COCCOC:2.407900577,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,131
432,2 M LiFSI-3BTFM-1DME,99.40,2.222,C(C(F)(F)F)OCOCC(F)(F)F:4.964873403,COCCOC:2.407900577,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,1,1,500,131
433,2 M LiFSI-3BTFM-1DME,99.30,2.155,C(C(F)(F)F)OCOCC(F)(F)F:4.964873403,COCCOC:2.407900577,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,2,3,180,131
434,"1.5 M LiFSI DME-HFME (1:3=v:v, HFME: hexafluoroisopropyl methyl ether)",99.52,2.319,COCCOC:2.407900577,C(F)(F)(F)C(OC)C(F)(F)(F):5.726134241,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,132
435,"1.5 M LiFSI DME-HFME-Hex (1:2.1:0.9=v:v:v, Hex: n-hexane)",99.63,2.432,COCCOC:2.407900577,C(F)(F)(F)C(OC)C(F)(F)(F):4.00829396888,CCCCCC:2.2940889786,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,132
436,"1 M LiFSI - 1DME - 7BTFMD (BTFMD: 2,2-bis(trifluoromethyl)-1,3-dioxolane, 1:7=v:v)",99.24,2.119,COCCOC:1.2039502885,C1COC(O1)(C(F)(F)F)C(F)(F)F:6.3728757085,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,133
437,2 M LiFSI -1DME- 3BTFMD (1:3=v:v),99.54,2.337,COCCOC:2.407900577,C1COC(O1)(C(F)(F)F)C(F)(F)F:5.462464893,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,133
438,1.5 M LiFSI MBE (n-butyl methyl ether),99.60,2.398,CCCCOC:8.44015882,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,134
439,1.5 M LiFSI DME-MBE (v:v=3:2),99.40,2.222,COCCOC:5.778961385,CCCCOC:3.376063528,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,1,10,134
440,1 M LiFSI EME,99.12,2.056,COCCOCC:8.231397024,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,135
441,1 M LiFSI MPE,99.13,2.060,COCCOCCC:7.120494161,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,135
442,2 M LiFSI EME,99.08,2.036,COCCOCC:8.231397024,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,135
443,2 M LiFSI F1EME,98.90,1.959,COCCOCC(F):8.186655751,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,135
444,2 M LiFSI F2EME,99.20,2.097,COCCOCC(F)(F):7.783803068,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,135
445,2 M LiFSI F3EME,99.50,2.301,COCCOCC(F)(F)(F):7.199494151,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,135
446,2 M LiFSI TMM (TMOF),99.70,2.523,COC(OC)OC:9.140595552,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
447,1 M LiTFSI TMM,96.90,1.509,COC(OC)OC:9.140595552,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,Rok
448,1 M LiTFSI DMM,96.29,1.431,COCOC:9.631602308,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,Rok
449,1 M LiFSI TEM (TEOF),98.30,1.770,CCOC(OCC)OCC:6.012145749,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
450,"1 M LiFSI 11DPM (1,1-dipropoxy methane)",98.23,1.752,CCCOCOCCC:6.278366112,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
451,"1 M LiFSI 11DBM (1,1-dibutoxy methane)",95.92,1.389,CCCCOCOCCCC:5.229329173,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
452,"1 LiFSI - 1.6 Cl-TME - 3 TTE (ClTME: 2-chlro-1,1,1-trimethoxy ethane)",90.06,1.003, COC(CCl)(OC)OC:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
453,"1 M LiFSI TME (1,1,2-trimethoxy ethane)",95.49,1.346,COCC(OC)OC:9.546400333,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
454,"1 M LiFSI 1,5-DMP (1,5-dimethoxy pentane)",99.04,2.018,COCCCCCOC:6.376701967,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
455,2 M LiFSI F2DEE,99.50,2.301,C(F)(F)COCCOCC:7.148602714,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
456,2 M LiFSI F3DEE,99.38,2.208,FC(F)(F)COCCOCC:6.21558194112043,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
457,2 M LiFSI F4DEE,99.50,2.301,FC(F)COCCOCC(F)(F):6.52151046597244,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
458,2 M LiFSI F5DEE,99.52,2.319,FC(F)COCCOCC(F)(F)(F):6.19798973728211,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
459,2 M LiFSI MPE,99.37,2.201,COCCOCCC:7.120494161,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
460,2 M LiFSI F2MPE,99.26,2.131,COCCOCC(F)(F)C:6.966787753,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
461,2 M LiFSI F3MPE,98.96,1.983,COCCOCCC(F)(F)(F):6.766960967,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
462,2 M LiFSI F4MPE,99.63,2.432,COCCOCC(F)(F)C(F)(F):6.642124638,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
463,2 M LiFSI F5MPE,99.44,2.252,COCCOCC(F)(F)C(F)(F)(F):6.24099164,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
464,2 M LiFSI MiPE,99.26,2.131,COCCOC(C)C:7.361651718,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
465,2 M LiFSI F3MiPE,99.32,2.167,COCCOC(C)C(F)(F)(F):6.622131862,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,Rok
466,1 LiFSI - 1.2 DME - 3 MtBE (MtBE: 1-methoxy-2-tert-butoxy ethane),98.98,1.991,COCCOC:1.2,COCCOC(C)(C)C:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
467,1 LiFSI - 1.2 DME - 3 F6MtBE,99.58,2.377,COCCOC:1.2,COCCOC(C(F)(F)(F))(C(F)(F)(F))C:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
468,1 LiFSI - 1.2 DME - 3 F9MtBE,99.50,2.301,COCCOC:1.2,COCCOC(C(F)(F)(F))(C(F)(F)(F))C(F)(F)(F):3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,Rok
469,1 M LiFSI MBE-Toluene (1:1 vol),99.51,2.310,CCCCOC:4.22007941,CC1=CC=CC=C1:4.704797048,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,136
470,1 M LiFSI MTBE-TTE (1:2 vol),99.57,2.367,CC(C)(C)OC:2.798260541,FC(F)C(F)(F)COC(F)(F)C(F)F:4.40160518,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,136
471,1 M LiFSI MTBE-Toluene (1:1 vol),99.64,2.444,CC(C)(C)OC:4.197390811,CC1=CC=CC=C1:4.704797048,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,136
472,1 M LiFSI DBE-Toluene (1:1 vol),99.70,2.523,CCCCOCCCC:2.956535094,CC1=CC=CC=C1:4.704797048,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,136
473,1 M LiFSI PyTFSA,99.85,2.824,C(F)(F)(F)S(=O)(=O)N1CCCC1:6.398897421,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,137
474,1 M LiFSI PiTFSA,99.49,2.292,C(F)(F)(F)S(=O)(=O)N1CCCCC1:5.986369497,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,137
475,1 M LiFSI MoTFSA,97.88,1.674,C(F)(F)(F)S(=O)(=O)N1CCOCC1:5.930656934,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,137
476,1.8 M LiFSI DMSA,90.81,1.037,CN(C)S(=O)(=O)C:9.40164001,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,Aurbach,0.5,1,10,137
477,"1 M LiFSI 1,3-PS",87.16,0.891,O=S1(OCCC1)=O:11.39675782,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,137
478,"1 M LiFSI 1,4-BS",86.15,0.859,O=S1(=O)CCCCO1:9.774546523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,137
479,1 m LiFSI DMTFSA,97.00,1.523,CN(C)S(=O)(=O)C(F)(F)(F):5.64525234278,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,0.5,10,138
480,2.5 m LiFSI + 0.2 m LiPF6 DMTFSA,99.03,2.013,CN(C)S(=O)(=O)C(F)(F)(F):5.64525234278,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.5,[Li+].F[P-](F)(F)(F)(F)F:0.2,,Cycle,0.5,0.5,400,138
481,"1 M LiTFSI MP:FEC (7:3, v)",97.20,1.553,CCC(=O)OC:7.269322438,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,139
482,"D2 + 5 M LHCE (2:1, m)",98.20,1.745,CCC(=O)OC:7.269322438,C1C(OC(=O)O1)F:4.112999038,C(C(F)(F)F)OC(C(F)F)(F)F:10.76355566,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:5,,,Aurbach,0.5,1,10,139
483,"PhOCF3 + 5 M LHCE (2:1, m)",98.70,1.886,CCC(=O)OC:7.269322438,C1C(OC(=O)O1)F:4.112999038,C1=CC=C(C=C1)OC(F)(F)F:13.28357288,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:5,,,Aurbach,0.5,1,10,139
484,LiFSI:DME:TTE (1:1.1:2.2),99.40,2.222,COCCOC:1.1,FC(F)C(F)(F)COC(F)(F)C(F)F:2.2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,50,140
485,LiFSI:DME:TFMB (1:1.1:2.2),99.70,2.523,COCCOC:1.1,C1=CC=C(C=C1)OC(F)(F)F:2.2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,50,140
486,LiFSI:DME:TFT (1:1.1:2.2),99.80,2.699,COCCOC:1.1,C1=CC=C(C=C1)C(F)(F)F:2.2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,50,140
487,"1 M LiFSI TEP:TTE (1:3, v)",98.60,1.854,CCOP(=O)(OCC)OCC:1.471290618,FC(F)C(F)(F)COC(F)(F)C(F)F:4.951805827,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,141
488,"6.6 M LiFSI DMEP:TTE (1:4, v)",98.10,1.721,CCOP(=O)(OCC)COCCOC:0.9195199045,FC(F)C(F)(F)COC(F)(F)C(F)F:5.281926216,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:6.6,,,Aurbach,0.5,1,10,141
489,"6.6 M LiFSI DMEP:TTE (1:4, v) + 5 vol% PFPN",99.55,2.347,CCOP(=O)(OCC)COCCOC:0.9195199045,FC(F)C(F)(F)COC(F)(F)C(F)F:5.281926216,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:0.2836466781,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:6.6,,,Aurbach,0.5,1,10,141
490,"1 M LiTFSI FEC:1,2-FB (2:1, v)",99.76,2.620,C1C(OC(=O)O1)F:9.139997863,C1=CC=C(C(=C1)F)F:3.389137231,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,142
491,"1 M LiTFSI MOX:DMC (1:1, v) + 0.2 M LiNO3",98.40,1.796,CN1CCOC1=O:5.786350148,COC(=O)OC:5.939297054,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,Cycle,1,1,200,143
492,"1 M LiPF6 EA:FEC (10:1, v)",97.49,1.600,O=C(OCC)C:9.307182421,C1C(OC(=O)O1)F:1.246363345,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,144
493,"1 M LiPF6 EA:FEC (10:1, v) + 2 vt% 1,3-PS",98.24,1.754,O=C(OCC)C:9.307182421,C1C(OC(=O)O1)F:1.246363345,O=S1(OCCC1)=O:0.2279351564,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,144
494,1 M LiFSI MODOL,99.10,2.046,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,145
495,3 M LiFSI MODOL,99.36,2.194,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,1,1,10,145
496,5 M LiFSI MODOL,99.25,2.125,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:5,,,Aurbach,1,1,10,145
497,6 M LiFSI TEP,97.10,1.538,CCOP(=O)(OCC)OCC:5.88516247330541,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:6,,,Aurbach,0.5,1,10,146
498,"1.4 M LiFSI TEP/TTE (1:3, mol)",99.70,2.523,CCOP(=O)(OCC)OCC:1.6018,FC(F)C(F)(F)COC(F)(F)C(F)F:4.8054,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.4,,,Aurbach,0.5,1,10,146
499,"1 M LiFSI, 3 wt% LiNO3 in THP/FEC (95:5, v:v)",98.70,1.886,C1CCOCC1:9.706257982,C1C(OC(=O)O1)F:0.6854998397,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.4767672226,,Aurbach,0.5,0.5,10,147
500,"1 M LiFSI DME:TTE (1:9, v)",99.50,2.301,COCCOC:0.9631602308,FC(F)C(F)(F)COC(F)(F)C(F)F:5.942166993,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
501,"1 M LiFSI DME:DEE:Diglyme:TTE (5:2.5:2.5:90, v)",99.45,2.260,COCCOC:0.4815801154,CCOCCOCC:0.1781301831,COCCOCCOC:0.1745919356,FC(F)C(F)(F)COC(F)(F)C(F)F:5.942166993,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
502,"1 M LiFSI DME:DEE:Diglyme:TTE:BTFE (5:2.5:2.5:45:45, v)",99.57,2.367,COCCOC:0.4815801154,CCOCCOCC:0.1781301831,COCCOCCOC:0.1745919356,FC(F)C(F)(F)COC(F)(F)C(F)F:2.971083496,C(C(F)(F)F)OCC(F)(F)F:3.470055802,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
503,"1 M LiFSI F3:F4:F5:F6 (25:25:25:25, v)",99.58,2.377,FC(F)(F)COCCOCC:1.55389548528011,FC(F)COCCOCC(F)(F):1.63037761649311,FC(F)COCCOCC(F)(F)(F):1.54949743432053,FC(F)(F)COCCOCC(F)(F)(F):1.54782331817941,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
504,"1 M LiFSI EMC:TTE (15:85, v)",99.53,2.328,CCOC(=O)OC:1.449512026,FC(F)C(F)(F)COC(F)(F)C(F)F:5.612046604,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
505,"1 M LiFSI EMC:DMC:DEC:TTE (7.5:3.75:3.75:85, v)",99.46,2.265,CCOC(=O)OC:0.7247560132,COC(=O)OC:0.445447279,O=C(OCC)OCC:0.3095107085,FC(F)C(F)(F)COC(F)(F)C(F)F:5.612046604,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
506,"1 M LiFSI EMC:DMC:DEC:TTE:BTFE (7.5:3.75:3.75:42.5:42.5, v)",99.54,2.334,CCOC(=O)OC:0.7247560132,COC(=O)OC:0.445447279,O=C(OCC)OCC:0.3095107085,FC(F)C(F)(F)COC(F)(F)C(F)F:2.806023302,C(C(F)(F)F)OCC(F)(F)F:3.277274924,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,148
507,"1 M LiFSI DME:TTE (1:9, v)",97.08,1.535,COCCOC:0.9631602308,FC(F)C(F)(F)COC(F)(F)C(F)F:5.942166993,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
508,"1 M LiFSI DME:DEE:Diglyme:TTE (5:2.5:2.5:90, v)",98.89,1.955,COCCOC:0.4815801154,CCOCCOCC:0.1781301831,COCCOCCOC:0.1745919356,FC(F)C(F)(F)COC(F)(F)C(F)F:5.942166993,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
509,"1 M LiFSI DME:DEE:Diglyme:TTE:BTFE (5:2.5:2.5:45:45, v)",99.40,2.222,COCCOC:0.4815801154,CCOCCOCC:0.1781301831,COCCOCCOC:0.1745919356,FC(F)C(F)(F)COC(F)(F)C(F)F:2.971083496,C(C(F)(F)F)OCC(F)(F)F:3.470055802,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
510,"1 M LiFSI F3:F4:F5:F6 (25:25:25:25, v)",99.48,2.284,FC(F)(F)COCCOCC:1.55389548528011,FC(F)COCCOCC(F)(F):1.63037761649311,FC(F)COCCOCC(F)(F)(F):1.54949743432053,FC(F)(F)COCCOCC(F)(F)(F):1.54782331817941,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
511,"1 M LiFSI EMC:TTE (15:85, v)",99.04,2.018,CCOC(=O)OC:1.449512026,FC(F)C(F)(F)COC(F)(F)C(F)F:5.612046604,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
512,"1 M LiFSI EMC:DMC:DEC:TTE (7.5:3.75:3.75:85, v)",99.39,2.215,CCOC(=O)OC:0.7247560132,COC(=O)OC:0.445447279,O=C(OCC)OCC:0.3095107085,FC(F)C(F)(F)COC(F)(F)C(F)F:5.612046604,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
513,"1 M LiFSI EMC:DMC:DEC:TTE:BTFE (7.5:3.75:3.75:42.5:42.5, v)",99.45,2.260,CCOC(=O)OC:0.7247560132,COC(=O)OC:0.445447279,O=C(OCC)OCC:0.3095107085,FC(F)C(F)(F)COC(F)(F)C(F)F:2.806023302,C(C(F)(F)F)OCC(F)(F)F:3.277274924,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,1,1,10,148
514,"1 M LiFSI DME:HFC (1:7, v)",99.34,2.180,COCCOC:1.203950289,C(C(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F:5.554453481,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,149
515,1 M LiTFSI DOL/DME,73.90,0.583,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Cycle,0.5,1,50,150
516,1 M LiTFSI 0.1M LiNO3 DOL/DME,94.10,1.229,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.1,,Cycle,0.5,1,50,150
517,1 M LiFSI DOL/DME,98.10,1.721,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,50,150
518,1 M LiFSI 0.1M LiNO3 DOL/DME,98.40,1.796,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.1,,Cycle,0.5,1,50,150
519,"1 M LiTFSI EC/TTE (4:6, v) + 10 wt% FEC",97.80,1.658,C1COC(=O)O1:5.995775703,FC(F)C(F)(F)COC(F)(F)C(F)F:3.961444662,C1C(OC(=O)O1)F:1.364757576,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,151
520,"1 M LiTFSI SN/TTE (4:6, v) + 10 wt% FEC",98.40,1.796,C(CC#N)C#N:4.919465601,FC(F)C(F)(F)COC(F)(F)C(F)F:3.961444662,C1C(OC(=O)O1)F:1.238406849,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,151
521,1.5 M LiTFSI in DTA(FDMA):FEC = 1:1,98.50,1.824,CN(C)C(=O)C(F)(F)F:4.465234956,C1C(OC(=O)O1)F:6.854998397,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1.5,,,Aurbach,0.5,1,10,152
522,1.5 M LiDFOB in DTA(FDMA):FEC = 1:1,98.70,1.886,CN(C)C(=O)C(F)(F)F:4.465234956,C1C(OC(=O)O1)F:6.854998397,,,,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:1.5,,,Aurbach,0.5,1,10,152
523,1 M LiTFSI and 0.5 M LiDFOB in DTA:FEC = 1:1,99.00,2.000,CN(C)C(=O)C(F)(F)F:4.465234956,C1C(OC(=O)O1)F:6.854998397,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.5,,Aurbach,0.5,1,10,152
524,2.5 M LiFSI TFTMS,98.50,1.824,CO[Si](CCC(F)(F)F)(OC)OC:5.232531501,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.5,,,Cycle,0.5,1,50,153
525,"2 M LiTFSI DEE:FEC (7:3, v)",96.87,1.504,CCOCCOCC:4.987645127,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:2,,,Aurbach,0.5,1,10,154
526,"2 M LiBF4 DEE:FEC (7:3, v)",97.32,1.572,CCOCCOCC:4.987645127,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].F[B-](F)(F)(F):2,,,Aurbach,0.5,1,10,154
527,"1 M LiTFSI + 1 M LiBF4 DEE:FEC (7:3, v)",97.16,1.547,CCOCCOCC:4.987645127,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].F[B-](F)(F)(F):1,,Aurbach,0.5,1,10,154
528,1 M LiFSI TMMS,98.87,1.947,CO[Si](C)(C)O[Si](C)(C)OC:4.583804918,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,155
529,2 M LiFSI TMMS,99.60,2.398,CO[Si](C)(C)O[Si](C)(C)OC:4.583804918,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,155
530,3 M LiFSI TMMS,99.14,2.066,CO[Si](C)(C)O[Si](C)(C)OC:4.583804918,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,0.5,1,10,155
