Electrolyte,Ionic Conductivity,LIC,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Temperature,Reference
1 M LiFSI in PiTFSA,0.32,-0.49,C(F)(F)(F)S(=O)(=O)N1CCCCC1:5.986369497,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,129
1 M LiFSI in MoTFSA,0.11,-0.97,C(F)(F)(F)S(=O)(=O)N1CCOCC1:5.930656934,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,129
1.8 M LiFSI in DPE,0.61,-0.22,CCCOCCC:7.203186627,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,25.0,130
1.8 M LiFSI in DEE,1.35,0.13,CCOCC:9.624932542,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,25.0,130
1.8 M LiFSI in DME,13.58,1.13,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,25.0,130
1.8 M LiFSI in DIG,6.45,0.81,COCCOCCOC:6.983677424,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,25.0,130
1 M LiFSI in DME,22.5,1.35,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,131
1 M LiFSI in BTFM:DME (7:1 vol/vol),2.7,0.43,C(C(F)(F)F)OCOCC(F)(F)F:5.7923523035,COCCOC:1.2039502885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,131
2 M LiFSI in BTFM:DME (3:1 vol/vol),5.5,0.74,C(C(F)(F)F)OCOCC(F)(F)F:4.964873403,COCCOC:2.407900577,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,131
1.5 M LiFSI in DME:HFME:Hex (1:2.1:0.9 v/v/v),6.21,0.79,COCCOC:2.407900577,C(F)(F)(F)C(OC)C(F)(F)(F):4.00829396888,CCCCCC:2.2940889786,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,132
1.5 M LiFSI in DME:HFME (1:3 v/v),6.26,0.8,COCCOC:2.407900577,C(F)(F)(F)C(OC)C(F)(F)(F):5.726134241,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,132
2 M LiFSI in DME,18.8,1.27,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,133
1 M LiFSI in DME:BTFMD (1:7 v/v),2.7,0.43,COCCOC:1.2039502885,C1COC(O1)(C(F)(F)F)C(F)(F)F:6.3728757085,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,133
2 M LiFSI in DME:BTFMD (1:3 v/v),5.5,0.74,COCCOC:2.407900577,C1COC(O1)(C(F)(F)F)C(F)(F)F:5.462464893,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,133
1.5 M LiFSI in MNBE,3.96,0.6,CCCCOC:8.44015882,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,134
1.5 M LiFSI in DME:MNBE (3:2 v/v),12.55,1.1,COCCOC:5.778961385,CCCCOC:3.376063528,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,134
1.5 M LiFSI in DME:MNBE (4:1 v/v),14.97,1.18,COCCOC:7.705281846,CCCCOC:1.688031764,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,134
1.5 M LiFSI in DME:MNBE (1:4 v/v),7.54,0.88,COCCOC:1.926320462,CCCCOC:6.752127056,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,134
1 M LiFSI in DME,15.4,1.19,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,135
1 M LiFSI in EME (1-ethoxy-2-methoxyethane),10.87,1.04,COCCOCC:8.231397024,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,135
1 M LiFSI in MPE (1-methoxy-2-propoxyethane),6.91,0.84,COCCOCCC:7.120494161,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,135
1 M LiFSI in DEE,8.62,0.94,CCOCCOCC:7.125207325,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,135
2 M LiFSI in F2EME,6.97,0.84,COCCOCC(F)(F):7.783803068,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,135
2 M LiFSI in F3EME,4.6,0.66,COCCOCC(F)(F)(F):7.199494151,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,135
2 M LiFSI in F3DEE,3.79,0.58,FC(F)(F)COCCOCC:6.21558194112043,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,135
1 M LiFSI in N-Pyrrolidine-trifluoromethanesulfonamide (TFSPY),0.92,-0.04,C(F)(F)(F)S(=O)(=O)N1CCCC1:6.398897421,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,137
1 M LiFSI in N-Piperidine-trifluoromethanesulfonamide (TFSPD),0.63,-0.2,C(F)(F)(F)S(=O)(=O)N1CCCCC1:5.986369497,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,137
1 M LiFSI in N-Morpholine-trifluoromethanesulfonamide (TFSMP),0.1,-1.0,C(F)(F)(F)S(=O)(=O)N1CCOCC1:5.930656934,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,137
1.8 M LiFSI in DME/TFMB (1:1.1:2.2 molar ratio),2.43,0.39,COCCOC:1.1,C1=CC=C(C=C1)OC(F)(F)F:2.2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,140
1.8 M LiFSI in DME/BZTF (1:1.1:2.2 molar ratio),3.46,0.54,COCCOC:1.1,C1=CC=C(C=C1)C(F)(F)F:2.2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,140
1.8 M LiFSI in DME/TTE (1:1.1:2.2 molar ratio),1.62,0.21,COCCOC:1.1,FC(F)C(F)(F)COC(F)(F)C(F)F:2.2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,140
1m LiFSI in TEP,6.33,0.8,CCOP(=O)(OCC)OCC:5.885162473,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,141
2m LiFSI in TEP,3.62,0.56,CCOP(=O)(OCC)OCC:5.885162473,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,141
3m LiFSI in TEP,1.27,0.1,CCOP(=O)(OCC)OCC:5.885162473,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,141
4m LiFSI in TEP,0.65,-0.19,CCOP(=O)(OCC)OCC:5.885162473,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:4,,,25.0,141
5m LiFSI in TEP,0.58,-0.24,CCOP(=O)(OCC)OCC:5.885162473,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:5,,,25.0,141
"1m LiFSI in TEP:TTE=1:3 vol/vol (TEP-LHCE), LiFSI:TEP = 1:1.5 (mol %)",0.75,-0.13,CCOP(=O)(OCC)OCC:1.471290618,FC(F)C(F)(F)COC(F)(F)C(F)F:4.951805827,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,141
1m LiFSI in DMEP,3.39,0.53,CCOP(=O)(OCC)COCCOC:4.597599523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,141
2m LiFSI in DMEP,1.79,0.25,CCOP(=O)(OCC)COCCOC:4.597599523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,141
3m LiFSI in DMEP,1.17,0.07,CCOP(=O)(OCC)COCCOC:4.597599523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,141
4m LiFSI in DMEP,0.88,-0.06,CCOP(=O)(OCC)COCCOC:4.597599523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:4,,,25.0,141
5m LiFSI in DMEP,0.55,-0.26,CCOP(=O)(OCC)COCCOC:4.597599523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:5,,,25.0,141
6.6m LiFSI in DMEP,0.33,-0.48,CCOP(=O)(OCC)COCCOC:4.597599523,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:6.6,,,25.0,141
"LiFSI:DMEP=6.6m (molality), DMEP:TTE=1:4 vol/vol (DMEP-LHCE)",1.26,0.1,CCOP(=O)(OCC)COCCOC:0.9195199045,FC(F)C(F)(F)COC(F)(F)C(F)F:5.281926216,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:6.6,,,25.0,141
1 M LiTFSI in EC/DMC (1:1 v/v),8.9,0.95,C1COC(=O)O1:7.5,COC(=O)OC:5.94,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,143
1 M LiTFSI in MOX/DMC (1:1 v/v),12.7,1.1,CN1CCOC1=O:5.786350148,COC(=O)OC:5.939297054,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,143
1 M LiTFSI + 0.2 M LiNO3 in MOX/DMC (1:1 v/v),9.4,0.97,CN1CCOC1=O:5.786350148,COC(=O)OC:5.939297054,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,25.0,143
1 M LiPF6 in EA:FEC (v/v = 10:1),6.3,0.8,O=C(OCC)C:9.307182421,C1C(OC(=O)O1)F:1.246363345,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,144
"1 M LiPF6 with 2 vt% 1,3-propanesultone (PS) additive in EA:FEC (v/v = 10:1)",8.04,0.9,O=C(OCC)C:9.307182421,C1C(OC(=O)O1)F:1.246363345,O=S1(OCCC1)=O:0.2279351564,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,144
"1 m LiFSI in MODL (2-methoxyl-1,3-dioxolane), no additives",3.43,0.54,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,145
"3 m LiFSI in MODL (2-methoxyl-1,3-dioxolane), no additives",2.65,0.42,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,145
"5 m LiFSI in MODL (2-methoxyl-1,3-dioxolane), no additives",1.11,0.05,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:5,,,25.0,145
"6 m LiFSI in MODL (2-methoxyl-1,3-dioxolane), no additives",0.89,-0.05,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:6.6,,,25.0,145
"10 m LiFSI in MODL (2-methoxyl-1,3-dioxolane), no additives",0.25,-0.6,COC1OCCO1:10.48991354,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:10,,,25.0,145
"1 M LiFSI in THP/FEC (95:5, v:v) with 3 wt% LiNO3",3.88,0.59,C1CCOCC1:9.706257982,C1C(OC(=O)O1)F:0.6854998397,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.4767672226,,25.0,147
1 M LiFSI in F5DEE,2.72,0.43,FC(F)COCCOCC(F)(F)(F):6.197989737,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
"1 M LiFSI in F3DEE:F4DEE:F5DEE:F6DEE (F3-6DEE, equivolume mixture of four fluorinated DEE derivatives)",4.32,0.64,FC(F)(F)COCCOCC:1.55389548528011,FC(F)COCCOCC(F)(F):1.63037761649311,FC(F)COCCOCC(F)(F)(F):1.54949743432053,FC(F)(F)COCCOCC(F)(F)(F):1.54782331817941,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
"1 M LiFSI in EMC:TTE (15:85, v/v)",0.88,-0.05,CCOC(=O)OC:1.449512026,FC(F)C(F)(F)COC(F)(F)C(F)F:5.612046604,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
"1 M LiFSI in EMC:DMC:DEC:TTE (7.5:3.75:3.75:85, v/v)",0.92,-0.04,CCOC(=O)OC:0.7247560132,COC(=O)OC:0.445447279,O=C(OCC)OCC:0.3095107085,FC(F)C(F)(F)COC(F)(F)C(F)F:5.612046604,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
"1 M LiFSI in EMC:DMC:DEC:TTE:BTFE (7.5:3.75:3.75:42.5:42.5, v/v)",1.59,0.2,CCOC(=O)OC:0.7247560132,COC(=O)OC:0.445447279,O=C(OCC)OCC:0.3095107085,FC(F)C(F)(F)COC(F)(F)C(F)F:2.806023302,C(C(F)(F)F)OCC(F)(F)F:3.277274924,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
1 M LiFSI in DME (10% v/v) + TTE (90% v/v),1.67,0.22,COCCOC:0.9631602308,FC(F)C(F)(F)COC(F)(F)C(F)F:5.942166993,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
1 M LiFSI in DME (5% v/v) + DEE (2.5% v/v) + DEGDME (2.5% v/v) + TTE (90% v/v),1.89,0.28,COCCOC:0.4815801154,CCOCCOCC:0.1781301831,COCCOCCOC:0.1745919356,FC(F)C(F)(F)COC(F)(F)C(F)F:5.942166993,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
1 M LiFSI in DME (5% v/v) + DEE (2.5% v/v) + DEGDME (2.5% v/v) + TTE (45% v/v) + BTFE (45% v/v),3.57,0.55,COCCOC:0.4815801154,CCOCCOCC:0.1781301831,COCCOCCOC:0.1745919356,FC(F)C(F)(F)COC(F)(F)C(F)F:2.971083496,C(C(F)(F)F)OCC(F)(F)F:3.470055802,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,148
1 M LiFSI in DME:HFC (1:7 v/v),5.69,0.76,COCCOC:1.203950289,C(C(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F:5.554453481,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,149
4 M LiFSI in DME (HCE),5.12,0.71,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:4,,,25.0,149
1.0 m LiTFSI in DME,17.2,1.24,COCCOC:9.631602308,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,150
1.0 m LiTFSI in DME/DOL,15.4,1.19,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,150
1.0 m LiFSI in DME/DOL,21.7,1.34,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,150
"1.0 m LiFSI, 0.1 m LiNO3 in DME/DOL",22.3,1.35,O1CCOC1:7.15462080509733,COCCOC:4.81580115401687,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.1,,25.0,150
1 M LiTFSI in Succinonitrile (SN),3.97,0.6,C(CC#N)C#N:12.298664,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,151
1 M LiTFSI in Succinonitrile (SN) with 10 wt% FEC,4.1,0.61,C(CC#N)C#N:12.298664,C1C(OC(=O)O1)F:1.199473853,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,151
2.1 M LiTFSI in Succinonitrile (SN) with 10 wt% FEC,2.06,0.31,C(CC#N)C#N:12.298664,C1C(OC(=O)O1)F:1.497245743,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:2.1,,,25.0,151
1 M LiTFSI in SN/TTE (40:60 vol/vol) with 10 wt.% FEC,1.89,0.28,C(CC#N)C#N:4.919465601,FC(F)C(F)(F)COC(F)(F)C(F)F:3.961444662,C1C(OC(=O)O1)F:1.238406849,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,151
1 M LiTFSI in EC/TTE (40:60 vol/vol) with 10 wt.% FEC,2.84,0.45,C1COC(=O)O1:5.995775703,FC(F)C(F)(F)COC(F)(F)C(F)F:3.961444662,C1C(OC(=O)O1)F:1.364757576,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,151
"2 M LiTFSI in DEE:FEC (7:3 vol/vol), denoted as 2T",7.09,0.85,CCOCCOCC:4.987645127,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:2,,,25.0,154
"1 M LiTFSI + 1 M LiBF4 in DEE:FEC (7:3 vol/vol), denoted as TB (dual salt)",7.33,0.87,CCOCCOCC:4.987645127,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,[Li+].F[B-](F)(F)(F):1,,25.0,154
"2 M LiBF4 in DEE:FEC (7:3 vol/vol), denoted as 2B",5.49,0.74,CCOCCOCC:4.987645127,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].F[B-](F)(F)(F):2,,,25.0,154
"2 M LiFSI in TMMS (tetramethyl-1,3-dimethoxydisiloxane), no additives",1.59,0.2,CO[Si](C)(C)O[Si](C)(C)OC:4.583804918,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,155
CME (0.2 M LiFNFSI in TEP:BTFE (1:1 vol/vol)),3.1,0.49,CCOP(=O)(OCC)OCC:2.942581237,C(C(F)(F)F)OCC(F)(F)F:3.855617558,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.2,,,25.0,156
CME (0.4 M LiFNFSI in TEP:BTFE (1:1 vol/vol)),3.55,0.55,CCOP(=O)(OCC)OCC:2.942581237,C(C(F)(F)F)OCC(F)(F)F:3.855617558,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.4,,,25.0,156
CME (0.6 M LiFNFSI in TEP:BTFE (1:1 vol/vol)),3.76,0.57,CCOP(=O)(OCC)OCC:2.942581237,C(C(F)(F)F)OCC(F)(F)F:3.855617558,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.6,,,25.0,156
CME (0.8 M LiFNFSI in TEP:BTFE (1:1 vol/vol)),4.05,0.61,CCOP(=O)(OCC)OCC:2.942581237,C(C(F)(F)F)OCC(F)(F)F:3.855617558,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.8,,,25.0,156
CME (1.0 M LiFNFSI in TEP:BTFE (1:1 vol/vol)),3.83,0.58,CCOP(=O)(OCC)OCC:2.942581237,C(C(F)(F)F)OCC(F)(F)F:3.855617558,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:1,,,25.0,156
VSE (0.2 M LiFNFSI in FEBFP),3.06,0.49,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCCOCC(F)(F)F:3.607131815,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.2,,,25.0,156
VSE (0.4 M LiFNFSI in FEBFP),3.44,0.54,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCCOCC(F)(F)F:3.607131815,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.4,,,25.0,156
VSE (0.6 M LiFNFSI in FEBFP),3.62,0.56,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCCOCC(F)(F)F:3.607131815,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.6,,,25.0,156
VSE (0.8 M LiFNFSI in FEBFP),3.9,0.59,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCCOCC(F)(F)F:3.607131815,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.8,,,25.0,156
VSE (1.0 M LiFNFSI in FEBFP),3.66,0.56,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCCOCC(F)(F)F:3.607131815,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:1,,,25.0,156
1 M LiFSI DCEP,1.79,0.25,CCOP(=O)(CCC#N)OCC:5.649717514,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,157
3 M LiFSI DCEP,0.43,-0.37,CCOP(=O)(CCC#N)OCC:5.649717514,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,157
1.5 M LiFSI in DCEP:TTE (1:1 vol%),1.34,0.13,CCOP(=O)(CCC#N)OCC:2.824858757,FC(F)C(F)(F)COC(F)(F)C(F)F:3.301203885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,157
1 M LiFSI in DCEP:TTE (1:2 vol%),1.82,0.26,CCOP(=O)(CCC#N)OCC:1.883239171,FC(F)C(F)(F)COC(F)(F)C(F)F:4.40160518,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,157
2.1 M LiFSI in EMP,4.8,0.68,CCOCCCOC:7.091478379,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,20.0,158
1.1 M LiFSI in F1EMP,6.06,0.78,C(F)COCCCOC:7.204230007,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.1,,,20.0,158
2.1 M LiFSI in F1EMP,4.8,0.68,C(F)COCCCOC:7.204230007,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,20.0,158
1.1 M LiFSI in F2EMP,2.74,0.44,C(F)(F)COCCCOC:6.862999481,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.1,,,20.0,158
2.1 M LiFSI in F2EMP,2.94,0.47,C(F)(F)COCCCOC:6.862999481,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,20.0,158
1.1 M LiFSI in F3EMP,1.47,0.17,C(F)(F)(F)COCCCOC:6.372349695,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.1,,,20.0,158
2.1 M LiFSI in F3EMP,2.09,0.32,C(F)(F)(F)COCCCOC:6.372349695,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,20.0,158
"1.0 M LiPF6 in EC/DMC (1:1, v/v) + 4 vol% F6-0",12.4,1.09,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,159
"1.0 M LiPF6 in EC/DMC (1:1, v/v) + 4 vol% F6-0 + 0.08 M LNO",12.9,1.11,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.08,,25.0,159
LiFSI: FSE = 1:5 molar ratio (1.92 mol L-1),5.64,0.75,FS(CC)(=O)=O:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,161
LiFSI: FSNDM = 1:5 molar ratio (1.73 mol L-1),3.07,0.49,FS(=O)(=O)N(C)C:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,161
LiFSI: FSNDE = 1:5 molar ratio (1.34 mol L-1),1.51,0.18,FS(=O)(=O)N(CC)CC:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,161
LiFSI: FSNP = 1:5 molar ratio (1.49 mol L-1),1.69,0.23,FS(=O)(=O)N1CCCC1:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,161
"2 M LiFSI in 2,2,2-trifluoroethyl mesylate (TFEM)",3.78,0.58,C(F)(F)(F)COS(C)(=O)=O:8.533093808,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,162
2 M LiFSI in ethyl mesylate (EM),10.36,1.02,CCOS(C)(=O)=O:9.713273196,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,162
"1 M LiFSI in 2,2,2-trifluoroethyl mesylate (TFEM)",2.98,0.47,C(F)(F)(F)COS(C)(=O)=O:8.533093808,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,162
"1.2 M LiFSI in 2,2,2-trifluoroethyl mesylate (TFEM)",3.19,0.5,C(F)(F)(F)COS(C)(=O)=O:8.533093808,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,,,25.0,162
"1.5 M LiFSI in 2,2,2-trifluoroethyl mesylate (TFEM)",3.44,0.54,C(F)(F)(F)COS(C)(=O)=O:8.533093808,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,162
"1.8 M LiFSI in 2,2,2-trifluoroethyl mesylate (TFEM)",3.45,0.54,C(F)(F)(F)COS(C)(=O)=O:8.533093808,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,25.0,162
LiFSI: TFEP: PFPN (1:1.7:4 by mol.) (DWCE),0.33,-0.48,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F:1.7,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:4,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,30.0,163
LiFSI:TFEP = 1:1.7 (molar) (HCE formulation),0.5,-0.3,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F:1.7,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,30.0,163
1 M LiFSI in EGDME:TTE (1:1 vol/vol),7.15,0.85,COCCOC:4.815801154,FC(F)C(F)(F)COC(F)(F)C(F)F:3.301203885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,165
